message_id,num_links,num_words,has_offer,sender_score,all_caps,is_spam
1,3,98,1,0.718607000019532,0,0
2,0,170,0,0.6989012256305066,1,0
3,0,38,0,0.6204655338427096,0,0
4,0,116,0,0.7017545121546982,0,0
5,3,89,1,0.5836211903463085,1,1
6,2,197,0,0.4662009943970968,0,0
7,0,166,1,1.0,0,0
8,0,113,0,0.6008125706241592,0,0
9,1,169,0,0.7531083349115334,0,0
10,1,150,1,1.0,0,0
11,1,143,1,0.6172605541061988,0,0
12,1,152,0,0.7920398530653683,0,0
13,2,86,1,1.0,1,0
14,2,58,1,0.3700088220664975,0,1
15,1,175,1,0.9667644867108408,0,0
16,0,148,0,0.7444248317281019,0,0
17,4,169,1,0.5989640277664063,1,1
18,2,128,1,0.7096956123369527,0,0
19,1,192,1,0.627632758915169,0,0
20,2,70,0,1.0,0,0
21,1,122,0,0.6967978881243121,0,0
22,1,100,1,0.8395641640232007,0,0
23,6,125,0,0.5942189762194714,1,1
24,0,70,1,0.7584742171892197,0,0
25,0,47,1,0.623438597940289,0,0
26,1,49,1,0.4160163426380044,0,0
27,2,27,0,0.9616815732485132,0,0
28,1,60,0,0.7696248172388661,0,0
29,0,172,0,0.8542449689833531,0,0
30,1,78,0,0.5543161499669553,0,0
31,2,53,0,0.9369426998899096,0,0
32,0,186,0,0.7935665938813619,0,0
33,4,90,0,0.7300464150096571,1,1
34,1,135,1,0.9058540961503871,0,0
35,2,193,0,0.6341502654789648,0,0
36,0,57,0,0.9589463895416416,0,0
37,1,128,0,0.5675495787922175,0,0
38,3,180,0,0.7066548155616572,0,0
39,0,136,0,0.5126999748411132,0,0
40,4,41,0,0.4703564710656953,0,0
41,2,174,0,0.6068478483474057,0,0
42,0,174,0,0.6678223423373711,0,0
43,0,40,1,0.8103555699996696,0,0
44,1,182,0,0.571390284455865,1,0
45,2,66,1,0.8173815910580857,1,0
46,2,69,1,0.6360103214079216,0,0
47,0,138,1,0.60118595090279,0,0
48,1,157,0,0.8258883883740826,0,0
49,5,130,0,0.591112380488978,0,0
50,4,47,1,1.0,0,0
51,0,56,0,0.7864663834702392,0,0
52,1,188,0,0.4264806823461203,0,0
53,2,70,0,0.676161709000912,0,0
54,1,27,0,0.570557629185698,0,0
55,0,133,0,0.3717412708767242,0,0
56,0,180,1,0.9115760373467808,0,0
57,2,38,0,0.9161803062386092,1,0
58,2,49,0,0.5550471017122471,0,0
59,3,161,0,0.8421244986459687,0,0
60,1,55,0,0.87539334461792,0,0
61,0,154,0,0.6974709457692487,0,0
62,2,135,0,0.8904560515565978,0,0
63,2,126,0,0.7589026534463216,1,0
64,0,53,0,0.9290887844595364,0,0
65,2,197,0,0.4655056415405697,0,0
66,2,51,0,0.7295936963409365,0,0
67,2,61,0,0.7403063882202384,0,0
68,2,180,1,0.4687024841977503,0,0
69,2,138,0,0.4878301348411126,0,0
70,0,33,0,0.3831899548802522,0,0
71,2,175,1,0.7090405841396492,0,0
72,1,133,0,0.611931304792617,0,0
73,1,186,0,0.4418470763958708,0,0
74,3,113,1,0.943451746603037,0,1
75,1,50,0,0.7800606431341096,0,0
76,2,171,1,0.5550901350931993,0,0
77,3,151,0,0.7406483919540723,0,0
78,1,28,1,0.652403451390673,0,0
79,3,119,0,0.387522827657808,0,0
80,3,89,1,0.754772952376467,0,1
81,2,43,1,1.0,1,1
82,0,117,0,0.982401470050576,0,0
83,2,84,0,0.7206764978065621,0,0
84,0,164,0,0.6128018749723478,1,0
85,1,119,0,0.8125731069286083,0,0
86,0,184,0,0.753308560160506,0,0
87,3,69,0,0.6722775794244902,0,0
88,1,192,1,1.0,0,0
89,2,39,1,0.6207786454709298,0,0
90,3,78,0,0.8914237541252459,0,0
91,1,78,1,0.7287717049418446,0,0
92,2,109,0,0.7297373612383424,0,0
93,4,158,0,0.369814623331161,0,1
94,1,103,0,0.9202834499914676,0,0
95,1,84,1,0.8673510221686954,0,0
96,0,96,0,0.7376038153613234,0,0
97,1,77,0,0.906959831327068,0,0
98,4,119,0,0.7831092165313038,0,0
99,5,142,0,0.4405192399068154,0,0
100,2,63,0,0.505881154859015,0,0
101,0,161,1,0.6878769590690995,0,0
102,3,144,0,0.3617095926087916,0,0
103,0,71,0,0.9244867553355935,0,0
104,2,181,1,0.6568899712679744,0,0
105,4,141,0,0.7273860341038363,0,0
106,1,174,1,0.5037021868997787,1,0
107,5,31,1,0.8292994772614847,0,1
108,5,57,1,0.6714571619043698,0,1
109,1,109,1,0.6347836195423704,0,0
110,1,187,1,0.9821906509820708,0,0
111,2,123,0,0.9618865722706612,0,0
112,1,168,1,0.8499433969210421,0,0
113,0,179,0,0.7418109926660225,0,0
114,2,108,1,0.5967820304228959,0,0
115,2,31,0,0.6422343409495357,0,0
116,1,108,0,0.6330494457745427,0,0
117,0,173,1,0.7784341172678639,0,0
118,2,55,0,0.6936545632852168,0,0
119,3,35,0,0.698639750881593,0,0
120,1,181,0,1.0,0,0
121,1,132,0,0.9287444730729992,1,0
122,0,171,0,0.5437612167819847,0,0
123,4,186,0,0.7593954005763041,0,1
124,0,176,0,0.5448541255272488,0,0
125,1,178,1,0.8205409869572782,0,0
126,2,82,1,1.0,0,0
127,4,62,0,0.6287880809270073,0,0
128,1,38,1,0.8581195537795999,0,0
129,1,157,0,1.0,0,0
130,0,75,0,0.6727535551186257,0,0
131,0,62,1,0.7988605154520984,0,0
132,0,67,0,1.0,1,0
133,3,59,1,0.5127878645851717,1,1
134,2,53,0,0.4926647857031944,0,0
135,1,129,1,0.4511470842116535,1,1
136,2,132,0,0.8509907729072964,0,0
137,2,132,1,0.497372463607483,0,0
138,2,148,0,0.8119695975540514,0,0
139,0,38,0,0.9719228508608506,0,0
140,1,20,0,0.5676243912742233,0,0
141,3,139,0,0.5475832123485792,0,0
142,2,107,0,0.8339840693597609,0,0
143,4,172,1,0.7095721412647451,0,1
144,0,122,1,0.2274203543516371,0,1
145,0,103,1,1.0,0,0
146,0,47,1,0.810399580894142,0,0
147,0,126,1,0.6239266207801608,0,0
148,1,64,1,0.615825929933504,0,0
149,2,43,1,0.8400542340331639,0,0
150,2,63,1,0.6910241887812956,0,0
151,5,149,0,0.711449789394578,0,0
152,0,170,0,0.7301419211454107,0,0
153,4,97,0,0.5361898707781401,0,0
154,3,81,0,0.6278498735420776,0,0
155,3,162,0,0.6623349052593971,1,1
156,3,179,1,0.5478723328781007,0,1
157,2,23,0,0.7549449194890241,0,0
158,1,145,0,0.7968660659171002,0,0
159,3,50,1,1.0,0,1
160,2,78,0,0.5478054304017931,0,0
161,1,20,0,0.8780914190153989,0,0
162,3,88,0,0.9849861051337644,0,0
163,1,33,0,0.8899177549898234,0,0
164,2,42,0,0.6003861330332269,0,0
165,1,127,0,0.63814528051292,0,0
166,0,133,0,1.0,0,0
167,2,137,1,0.6627020525179753,0,0
168,0,163,1,0.6939745651197421,0,0
169,1,156,0,0.6026583631472475,0,0
170,2,138,1,0.854763671681949,0,0
171,0,117,0,0.2078378504718057,0,0
172,2,178,0,0.5379987734217619,0,0
173,4,64,0,0.5040209491175205,0,0
174,0,145,1,1.0,0,0
175,2,154,0,0.7464427033519598,0,0
176,1,76,0,0.6596494266340645,0,0
177,1,83,0,0.659197472556054,1,0
178,1,21,1,0.4236876200454292,0,0
179,0,25,0,0.9712390093726536,0,0
180,0,127,1,0.6297265881834009,0,0
181,4,80,0,0.8186234109999435,0,1
182,2,181,0,0.5686978485372398,0,0
183,1,36,0,0.6880076450672841,0,0
184,1,45,0,0.5162256649258915,0,0
185,3,95,0,0.6503915927628631,0,0
186,3,167,0,0.9081564750775823,0,0
187,2,60,0,0.7211643134921449,0,0
188,2,129,0,0.7748249127224895,0,0
189,3,118,0,0.7125302762988897,0,0
190,1,118,0,1.0,0,0
191,0,73,0,0.5366921117300623,1,0
192,1,176,0,0.6723802497803641,0,0
193,1,67,0,0.7375815863602623,0,0
194,4,114,1,0.5008067243521308,0,1
195,2,109,0,0.7252927584913206,0,0
196,5,169,0,0.7059289985163167,0,0
197,2,91,0,0.7227824315643864,0,0
198,0,123,1,0.7236591388290671,0,0
199,3,152,0,0.5656801800596983,0,0
200,2,71,1,0.3750852553197617,1,1
201,3,20,0,0.7366163288527968,0,0
202,1,64,0,0.5213243944434386,0,0
203,8,137,0,0.681511005489199,0,0
204,1,59,0,0.5503115150155933,0,0
205,2,30,0,0.4038485159364778,0,0
206,2,145,1,0.7721268281512413,0,0
207,0,199,1,0.8400699732243715,0,0
208,3,115,0,0.9206576863329884,0,1
209,4,154,0,0.6105898130535213,0,0
210,0,198,0,0.7079380004971365,0,0
211,0,168,1,0.7681249588273078,1,1
212,3,58,0,0.9042444516031194,0,0
213,0,63,1,0.3499854030689106,0,1
214,0,76,0,0.4062560611131592,0,0
215,1,60,0,0.977657170330305,0,0
216,1,58,0,0.3629870715617569,0,0
217,2,167,0,0.8834738640631872,0,0
218,2,41,0,0.966202272577078,0,0
219,2,176,0,0.8606803263475316,0,0
220,2,65,1,0.4993552619291252,0,0
221,2,22,0,0.5216383018660389,0,0
222,1,152,0,0.6884832760458733,0,0
223,1,75,0,1.0,1,0
224,0,86,0,1.0,0,0
225,0,108,0,0.7597866595485896,0,0
226,0,179,0,0.3811225282229183,0,0
227,0,116,0,0.7324618755607856,0,0
228,1,128,0,0.6584500907031319,0,0
229,2,60,0,0.7045491894335344,0,0
230,1,48,0,0.3687138861815617,0,0
231,0,122,0,0.7487671616090142,0,0
232,0,130,0,0.3993375590542947,0,0
233,0,128,0,0.1940037548801342,0,0
234,1,30,0,0.7448805192063173,0,0
235,0,114,0,1.0,0,0
236,0,151,0,0.5328729932468006,1,0
237,1,112,0,0.6054435634262145,0,0
238,1,73,0,0.8791499370388162,0,0
239,1,140,0,0.9325270145505418,0,0
240,2,21,1,0.7211044989201105,0,0
241,2,119,1,0.5583168376215535,1,1
242,2,97,0,0.9652234164009342,0,0
243,0,67,0,0.4539483600253235,0,0
244,0,87,0,0.5957672171339911,0,0
245,1,63,0,0.8176560310598227,0,0
246,2,147,0,0.3862626610247909,0,0
247,1,113,1,0.7776672999391093,1,0
248,1,102,0,0.9277239584417758,0,0
249,3,38,0,1.0,0,0
250,2,191,0,0.6219863358023785,0,0
251,1,178,0,0.6119708501874214,0,0
252,0,81,1,0.842992009256344,0,0
253,1,162,0,0.576439248943772,0,0
254,1,176,0,0.638253182844755,0,0
255,4,86,0,0.7644208270097261,0,0
256,0,105,1,0.7744601125363859,0,0
257,3,194,0,0.3185769141228509,0,0
258,0,103,0,0.4667185068469649,0,0
259,1,144,0,0.3333973459387405,0,0
260,2,26,0,0.366445224775475,0,0
261,2,148,0,0.4762579222843326,0,0
262,0,41,0,0.6555471964684796,0,0
263,0,76,0,0.6749057688839628,0,0
264,1,113,1,0.2696482417155257,0,0
265,0,144,0,0.513365098589483,0,0
266,1,92,1,0.3963592449363488,0,1
267,1,46,0,0.6599538467658769,0,0
268,1,57,0,0.5687480720992252,0,0
269,1,147,0,0.9517069786237649,0,0
270,4,95,0,0.6721066383180653,0,0
271,0,160,0,0.5786008650054014,0,0
272,3,116,0,0.6475420829493821,0,0
273,1,162,0,0.5712718503209474,0,0
274,0,99,1,0.9682884274642264,1,0
275,1,117,1,0.6329506002712597,0,0
276,1,67,0,0.79120947081512,0,0
277,0,34,1,0.8579330662545672,0,0
278,1,118,0,0.5678048791556427,0,0
279,1,59,0,0.3392725595933006,0,0
280,2,49,0,0.6038584047889177,0,0
281,1,131,0,0.827459995562576,0,0
282,0,42,0,0.3609026488659796,0,0
283,3,28,0,0.7505615676791733,0,0
284,3,179,0,0.8679464648869638,0,0
285,1,54,0,0.9783227157687407,1,0
286,3,68,0,0.8355642315253773,0,0
287,2,115,1,0.7585404412809359,0,0
288,0,192,0,0.7372159879237432,0,0
289,3,35,1,0.4584172881181255,0,1
290,1,51,0,0.5106897672609562,0,0
291,0,44,0,0.353555701007619,1,1
292,0,113,0,0.7143889317038719,0,0
293,3,56,0,0.7881442107579621,0,0
294,3,56,0,0.7235416576644994,0,0
295,1,182,0,0.7567355754176935,0,0
296,2,64,0,0.8519331976457882,0,0
297,1,155,0,0.4345771015100956,0,0
298,1,194,0,0.7125690850037295,0,0
299,2,55,1,0.7493007795089007,0,0
300,2,137,0,0.6062174521285033,0,0
301,0,101,0,0.2748502281680722,0,0
302,4,122,1,0.4951600515976512,0,0
303,0,157,0,0.5983465238234011,0,0
304,1,20,1,0.7299194456459464,1,0
305,1,162,0,0.7066914689916146,0,0
306,3,115,0,1.0,0,0
307,1,111,1,0.8887342738157281,0,0
308,1,106,0,0.6953960409478492,0,0
309,2,150,1,0.724235970224997,0,0
310,1,134,0,0.9541354281225782,0,0
311,3,51,0,0.96181642086796,0,0
312,1,167,0,0.7668188801313284,0,0
313,0,75,1,1.0,0,0
314,2,97,0,0.5204008006463536,0,0
315,2,118,1,0.6942297466074563,0,0
316,2,123,0,1.0,0,0
317,0,61,0,0.8420565071327054,0,0
318,5,92,0,0.6718068721652863,0,0
319,0,79,1,0.7207873447383328,0,0
320,2,194,1,0.7359287500911863,0,0
321,4,171,0,1.0,0,0
322,2,60,1,0.8608396798785657,1,0
323,4,23,1,0.6842560652861748,0,1
324,0,95,0,0.364793916810233,0,0
325,2,198,0,0.55466135683026,0,0
326,1,20,0,0.7120130840624093,0,0
327,2,33,0,0.6740789820995723,0,0
328,2,157,0,0.919172461721947,0,0
329,1,116,1,0.6537293927703806,0,0
330,0,183,0,0.8677338472418947,0,0
331,0,61,1,0.4055850829943677,0,0
332,1,141,1,0.5951033108088312,0,0
333,2,67,1,0.8389359187389298,0,0
334,1,37,0,1.0,0,0
335,1,108,0,0.6715969758767867,0,0
336,1,95,1,0.8657584954647675,0,0
337,1,79,0,0.9672292446459514,0,0
338,3,175,1,0.8906403327110716,0,0
339,1,28,0,0.849654672365452,0,0
340,1,171,0,0.6292080251410456,1,0
341,0,167,1,1.0,0,0
342,0,46,0,0.4363932892271919,0,0
343,2,120,1,0.4466125519146567,0,0
344,2,187,0,1.0,0,0
345,1,102,0,0.77232397982212,0,0
346,1,73,0,0.4524040052995051,0,0
347,0,105,0,0.4132784190943766,0,0
348,3,101,0,0.4048427687500411,0,0
349,2,162,1,1.0,1,1
350,0,116,0,0.6837510016261829,0,0
351,2,122,0,0.5965389285188291,0,0
352,0,198,1,1.0,0,0
353,1,59,0,0.7502552673262565,0,0
354,0,190,0,0.6345147079185517,0,0
355,0,83,0,0.912174641401857,0,0
356,1,154,0,0.8195416576160708,0,0
357,1,21,1,0.82009152902652,0,0
358,0,49,0,0.6459564511474916,0,0
359,1,71,0,0.5209314249947247,0,0
360,3,120,0,0.49790619147229,0,0
361,0,122,0,0.720581866795091,0,0
362,2,52,0,0.7015053777892313,0,0
363,0,28,0,0.7965616761217671,1,0
364,0,30,0,0.6150360489641201,0,0
365,0,143,0,0.9560613459673056,0,0
366,0,95,0,0.4348913592250597,0,0
367,2,157,0,0.7836097659319864,0,0
368,2,73,0,0.5181037624352194,0,0
369,2,94,1,0.6513658803477647,0,0
370,2,116,0,0.5158527486490441,0,0
371,1,167,1,0.6264724452359336,0,0
372,2,24,0,0.4859418883901835,0,0
373,4,43,1,0.4998334169032785,0,1
374,0,179,1,0.8927528614532919,0,0
375,1,50,1,0.4221138814156177,0,0
376,1,125,0,0.8299915720540421,0,0
377,0,63,1,0.8703661115524588,0,0
378,3,166,0,0.8460828447214818,0,0
379,1,43,0,0.694674076040729,1,0
380,1,137,1,0.4815831467424672,0,0
381,1,31,1,0.390956338517229,0,0
382,3,197,1,0.4639850387377666,1,1
383,0,104,1,0.4652358623483321,0,0
384,0,134,0,0.755000177664912,0,0
385,4,44,1,0.4168935038114593,0,1
386,0,198,0,0.6586543066426956,0,0
387,2,136,1,0.7080339746768972,0,0
388,1,161,0,0.6393871156091016,1,0
389,0,91,0,0.6458925487091687,0,0
390,1,48,1,0.9552738120265768,0,0
391,1,44,0,0.7999423500691928,0,0
392,1,106,0,0.8406086027356051,0,0
393,2,119,0,0.6256776411840315,1,0
394,2,159,0,0.8569053142211976,0,0
395,2,197,1,0.7607405177631482,0,0
396,0,159,0,0.7420353383040346,0,0
397,1,101,1,0.6217270506609756,0,0
398,0,119,0,0.7473592276914576,0,0
399,2,195,1,1.0,0,0
400,1,197,1,0.8207132954802788,0,0
401,0,38,0,1.0,1,0
402,3,131,0,0.3226108258749189,0,0
403,1,72,0,0.7144601822376091,0,0
404,2,54,1,0.8641944698737103,0,0
405,1,132,1,0.7773359284265998,0,0
406,0,174,0,0.8030040138715066,0,0
407,1,86,0,0.6222506933210762,0,0
408,2,70,1,0.9422598741267264,0,0
409,4,124,0,0.3798455605353733,0,0
410,2,166,0,0.6700812921756814,0,0
411,1,62,1,0.7248397599385316,0,0
412,2,54,1,0.5854380925329056,0,0
413,2,34,0,0.7055874362626843,0,0
414,2,163,0,0.3070501957272336,0,0
415,1,118,1,0.4407210409930218,1,0
416,6,88,0,0.9540478476738984,0,0
417,1,104,1,0.7486822790396839,0,1
418,1,188,1,0.624239902483234,0,0
419,0,49,0,0.8959514903916755,0,0
420,0,166,0,0.9774369380127286,0,0
421,2,107,0,1.0,1,0
422,0,65,0,0.3226082853673525,0,0
423,1,79,0,0.976573895846046,1,0
424,2,98,0,0.4678068606420851,0,0
425,2,43,0,0.7603310008818738,0,0
426,0,183,0,0.8222656756518419,0,0
427,1,196,0,1.0,0,0
428,5,33,0,0.7938576370374149,1,0
429,2,58,0,0.7557978181298615,0,0
430,4,27,1,0.5324409911611534,0,1
431,2,195,0,0.3624688656792685,0,0
432,0,99,1,0.5272223075248572,0,0
433,1,100,0,0.9813201174748654,0,0
434,1,60,0,0.7065623472750497,0,0
435,0,54,0,1.0,0,0
436,0,73,1,0.5565144803009903,0,0
437,2,184,1,0.8570750482248937,0,0
438,1,199,1,0.7335527955863875,0,0
439,2,37,0,0.9590515610746106,0,0
440,3,40,0,0.6553364919702986,0,0
441,1,61,0,0.6744996642421223,0,0
442,2,84,1,0.9434236339714046,0,0
443,2,155,0,0.2820746212793826,0,0
444,1,133,1,0.671372972537421,1,0
445,0,120,0,0.367784943250234,0,0
446,0,186,1,0.6941077639939814,0,0
447,2,80,1,0.6159204145201674,0,0
448,4,29,1,0.8204498731867114,0,1
449,2,26,1,0.7932439643516166,0,0
450,0,54,0,0.6428796254144202,0,0
451,1,110,0,0.5076537919443376,0,0
452,1,61,1,0.7156659833839341,0,0
453,2,107,0,0.9610088335969024,1,0
454,2,48,1,0.5039443978194855,0,0
455,5,174,0,0.3993492583817594,0,1
456,0,57,0,0.3313638691972663,0,0
457,1,21,0,0.3930714156125924,0,0
458,1,44,1,0.69854898927599,0,0
459,1,57,0,0.4189187471039915,0,0
460,0,78,0,0.62500889456864,0,0
461,1,125,0,0.792327192701489,0,0
462,2,26,0,0.2742875225914775,0,0
463,2,196,0,0.8973645195682883,0,0
464,2,127,0,0.9854896768958324,0,0
465,6,60,0,1.0,0,0
466,3,198,0,0.99481121095621,0,0
467,0,124,0,1.0,0,0
468,2,113,1,0.7460107658198823,0,0
469,1,43,1,0.8612007482998454,0,0
470,2,55,0,0.6497644683187552,1,0
471,3,99,0,0.8325578073066107,0,0
472,1,157,0,0.7274959191897878,0,0
473,2,40,0,0.3674009383936312,0,0
474,3,46,1,0.3991436030906522,0,1
475,3,74,1,1.0,0,1
476,2,104,0,0.7310286949306115,0,0
477,2,152,0,0.9840653897866672,0,0
478,1,136,1,0.5866445585209297,0,0
479,0,78,0,0.5215076471464283,0,0
480,1,183,0,0.6828364478240612,0,0
481,1,93,0,0.8570364084160815,1,0
482,4,53,1,0.9784169721807434,1,1
483,1,71,0,0.7372450297772231,0,0
484,0,153,0,0.8307308530933728,0,0
485,1,161,0,0.6712699660717704,1,0
486,3,78,0,0.991164665318911,0,0
487,2,76,0,0.9942057640269804,0,0
488,0,139,0,0.542950398562491,0,0
489,2,56,0,0.7766151504029826,0,0
490,0,51,0,0.5008847133605222,0,0
491,2,39,0,0.8632539185231278,0,0
492,1,145,1,0.6211280143560646,0,0
493,2,100,0,0.54054431923273,0,0
494,2,128,1,0.2919980357907916,0,0
495,3,71,0,0.9166000976839832,0,0
496,0,107,0,0.7385619295192608,0,0
497,0,104,0,0.7502149125216265,0,0
498,2,195,0,0.8663618813351758,0,0
499,2,98,0,0.5476335798838952,0,0
500,5,158,0,0.5163588920984354,1,0
501,0,120,0,0.8098617692289917,1,0
502,0,177,1,0.9316231895440924,0,0
503,3,79,1,0.8064227026203844,0,1
504,0,165,0,1.0,0,0
505,0,139,0,0.8128786281955627,0,0
506,2,194,0,0.8019707244355263,0,0
507,1,145,1,0.8644449185672262,0,0
508,1,31,1,0.6536133745672791,0,1
509,2,197,0,0.451503037836747,0,0
510,0,121,1,0.7038020334958767,0,0
511,0,131,1,0.8427697708706159,0,0
512,1,59,1,0.5281049251753749,0,0
513,1,38,1,0.4187870842174083,0,0
514,3,106,0,0.5548017455590334,0,0
515,1,119,1,0.9670700585275618,0,0
516,2,174,0,0.7991300679896913,0,0
517,2,199,1,0.674803571694253,0,0
518,1,99,0,0.5064609364529604,0,0
519,1,26,1,0.755060132467996,0,0
520,0,96,1,0.737032037858677,0,0
521,1,74,0,0.7912511393467376,0,0
522,0,110,0,1.0,1,0
523,1,178,1,0.7987740634338911,0,0
524,3,158,1,0.5611851689700967,0,1
525,0,164,0,0.4229842788781321,0,0
526,0,85,1,0.5880934095978021,0,0
527,2,86,0,0.6086183463820355,0,0
528,1,117,1,0.865755721087591,0,0
529,4,133,0,0.5763691699293896,0,1
530,2,179,0,0.5016257046626278,0,0
531,3,171,0,0.8076083477226592,0,0
532,3,32,1,0.5762181184756195,0,1
533,0,169,0,0.8153117082186321,0,0
534,1,166,1,0.530796360119484,0,0
535,1,186,0,0.6056130311836003,0,0
536,2,40,0,0.5836086793668551,0,0
537,3,163,1,0.7822644262123387,0,1
538,1,154,0,0.6712149660069464,0,0
539,3,103,0,0.4556625707529849,0,0
540,1,131,0,0.4389314072525581,0,0
541,0,145,0,0.6368106500574938,0,0
542,1,97,0,0.4169120227437143,0,0
543,3,173,0,0.6171575913288233,0,0
544,1,105,0,0.751276851677027,0,0
545,1,124,1,0.4635055963376306,1,1
546,2,95,0,0.8696837751889068,0,0
547,4,132,0,0.9767183733556828,0,0
548,1,50,0,0.9166965608466314,0,0
549,1,123,0,0.8337626948871659,0,0
550,3,87,0,0.7843667890664187,0,0
551,2,187,0,0.7479760249246984,0,0
552,2,46,0,0.7739866146450057,0,0
553,2,156,0,0.5790043930951853,0,0
554,2,112,0,0.694982576189243,0,0
